person_id,first_name,last_name,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag,is_active
1631103,Malaki,Branham,Malaki Branham,"Branham, Malaki",M. Branham,malaki-branham,12/5/2003,Ohio State,USA,Ohio State/USA,6-Apr,180.0,1,22,Forward,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,malaki_branham,2022.0,2023.0,Y,Y,Y,2022,1,20,N,1
76238,Bob,Brannum,Bob Brannum,"Brannum, Bob",B. Brannum,bob-brannum,28/5/1925,Michigan State,USA,Michigan State/USA,6-Jun,215.0,5,18,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_bob_brannum,1949.0,1954.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
1629714,Jarrell,Brantley,Jarrell Brantley,"Brantley, Jarrell",J. Brantley,jarrell-brantley,7/6/1996,College of Charleston,USA,College of Charleston/USA,6-May,250.0,3,,Forward,Inactive,N,0,,,,,jarrell_brantley,2019.0,2022.0,Y,Y,Y,2019,2,50,N,0
76241,Jim,Brasco,Jim Brasco,"Brasco, Jim",J. Brasco,jim-brasco,3/2/1931,New York University,USA,New York University/USA,6-Jan,170.0,1,15,Guard,Inactive,N,1610612737,Hawks,MIH,hawks,Milwaukee,HISTADD_jim_brasco,1952.0,1952.0,N,Y,Y,1952,,,N,0
76242,Mike,Bratz,Mike Bratz,"Bratz, Mike",M. Bratz,mike-bratz,17/10/1955,Stanford,USA,Stanford/USA,6-Feb,185.0,9,10,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_mike_bratz,1977.0,1985.0,N,Y,Y,1977,3,66,N,0
76243,Carl,Braun,Carl Braun,"Braun, Carl",C. Braun,carl-braun,25/9/1927,Colgate,USA,Colgate/USA,6-May,180.0,13,4,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_carl_braun,1947.0,1961.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
1631128,Christian,Braun,Christian Braun,"Braun, Christian",C. Braun,christian-braun,17/4/2001,Kansas,USA,Kansas/USA,6-Jun,220.0,1,0,Guard,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,christian_braun,2022.0,2023.0,N,Y,Y,2022,1,21,N,1
1629649,Ignas,Brazdeikis,Ignas Brazdeikis,"Brazdeikis, Ignas",I. Brazdeikis,ignas-brazdeikis,8/1/1999,Michigan,Canada,Michigan/Canada,6-Jun,221.0,4,17,Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,ignas_brazdeikis,2019.0,2021.0,Y,Y,Y,2019,2,47,N,0
160,Tim,Breaux,Tim Breaux,"Breaux, Tim",T. Breaux,tim-breaux,19/9/1970,Wyoming,USA,Wyoming/USA,6-Jul,215.0,3,,Forward,Inactive,N,0,,,,,tim_breaux,1994.0,1997.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
2452,J.R.,Bremer,J.R. Bremer,"Bremer, J.R.",J. Bremer,jr-bremer,19/9/1980,St. Bonaventure,USA,St. Bonaventure/USA,6-Feb,185.0,3,9,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,j.r._bremer,2002.0,2003.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76245,Pete,Brennan,Pete Brennan,"Brennan, Pete",P. Brennan,pete-brennan,23/9/1936,North Carolina,USA,North Carolina/USA,6-Jun,205.0,1,15-16,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_pete_brennan,1958.0,1958.0,N,Y,Y,1958,1,4,N,0
76247,Randy,Breuer,Randy Breuer,"Breuer, Randy",R. Breuer,randy-breuer,11/10/1960,Minnesota,USA,Minnesota/USA,7-Mar,230.0,11,45,Center,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_randy_breuer,1983.0,1993.0,N,Y,Y,1983,1,18,N,0
201147,Corey,Brewer,Corey Brewer,"Brewer, Corey",C. Brewer,corey-brewer,5/3/1986,Florida,USA,Florida/USA,6-Sep,188.0,14,13,Guard-Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,corey_brewer,2007.0,2019.0,N,Y,Y,2007,1,7,N,0
2249,Jamison,Brewer,Jamison Brewer,"Brewer, Jamison",J. Brewer,jamison-brewer,19/11/1980,Auburn,USA,Auburn/USA,6-Apr,195.0,4,,Guard,Inactive,N,0,,,,,jamison_brewer,2001.0,2004.0,Y,Y,Y,2001,2,40,N,0
76248,Jim,Brewer,Jim Brewer,"Brewer, Jim",J. Brewer,jim-brewer,3/12/1951,Minnesota,USA,Minnesota/USA,6-Sep,210.0,9,8,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_jim_brewer,1973.0,1981.0,N,Y,Y,1973,1,2,N,0
76249,Ron,Brewer,Ron Brewer,"Brewer, Ron",R. Brewer,ron-brewer,16/9/1955,Arkansas,USA,Arkansas/USA,6-Apr,180.0,8,10,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_ron_brewer,1978.0,1985.0,N,Y,Y,1978,1,7,N,0
200758,Ronnie,Brewer,Ronnie Brewer,"Brewer, Ronnie",R. Brewer,ronnie-brewer,20/3/1985,Arkansas,USA,Arkansas/USA,6-Jul,235.0,8,11,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,ronnie_brewer,2006.0,2013.0,Y,Y,Y,2006,1,14,N,0
2056,Primoz,Brezec,Primoz Brezec,"Brezec, Primoz",P. Brezec,primoz-brezec,2/10/1979,Union Olimpija,Slovenia,Union Olimpija/Slovenia,7-Jan,255.0,9,9,Center,Inactive,N,1610612766,Bobcats,CHA,hornets,Charlotte,primoz_brezec,2001.0,2009.0,N,Y,Y,2000,1,27,N,0
76250,Frank,Brian,Frank Brian,"Brian, Frank",F. Brian,frank-brian,1/5/1923,Louisiana State,USA,Louisiana State/USA,6-Jan,180.0,7,7,Guard,Inactive,N,1610612765,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_flash_brian,1949.0,1955.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
783,Frank,Brickowski,Frank Brickowski,"Brickowski, Frank",F. Brickowski,frank-brickowski,14/8/1959,Penn State,USA,Penn State/USA,6-Sep,240.0,12,,Forward,Inactive,N,0,,,,,frank_brickowski,1984.0,1996.0,N,Y,Y,1981,3,57,N,0
76252,Junior,Bridgeman,Junior Bridgeman,"Bridgeman, Junior",J. Bridgeman,junior-bridgeman,17/9/1953,Louisville,USA,Louisville/USA,6-May,210.0,12,2,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_junior_bridgeman,1975.0,1986.0,N,Y,Y,1975,1,8,N,0
1628969,Mikal,Bridges,Mikal Bridges,"Bridges, Mikal",M. Bridges,mikal-bridges,30/8/1996,Villanova,USA,Villanova/USA,6-Jun,209.0,5,1,Guard-Forward,Active,N,1610612751,Nets,BKN,nets,Brooklyn,mikal_bridges,2018.0,2023.0,N,Y,Y,2018,1,10,N,1
1628970,Miles,Bridges,Miles Bridges,"Bridges, Miles",M. Bridges,miles-bridges,21/3/1998,Michigan State,USA,Michigan State/USA,6-Jul,225.0,4,0,Forward,Active,N,1610612766,Hornets,CHA,hornets,Charlotte,miles_bridges,2018.0,2023.0,N,Y,Y,2018,1,12,N,0
76254,Al,Brightman,Al Brightman,"Brightman, Al",A. Brightman,al-brightman,22/9/1923,University of Charleston,USA,University of Charleston/USA,6-Feb,195.0,1,Aug-16,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_al_brightman,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
1628578,Amida,Brimah,Amida Brimah,"Brimah, Amida",A. Brimah,amida-brimah,11/2/1994,Connecticut,USA,Connecticut/USA,6-Oct,230.0,2,37,Center,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,amida_brimah,2020.0,2020.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76255,Audley,Brindley,Audley Brindley,"Brindley, Audley",A. Brindley,audley-brindley,31/12/1923,Dartmouth,USA,Dartmouth/USA,6-Apr,175.0,1,Dec-15,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_aud_brindley,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
1628515,Isaiah,Briscoe,Isaiah Briscoe,"Briscoe, Isaiah",I. Briscoe,isaiah-briscoe,13/4/1996,Kentucky,USA,Kentucky/USA,6-Mar,215.0,1,,Guard,Inactive,N,0,,,,,isaiah_briscoe,2018.0,2018.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76256,John,Brisker,John Brisker,"Brisker, John",J. Brisker,john-brisker,15/6/1947,Toledo,USA,Toledo/USA,6-May,210.0,3,40,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_john_brisker,1972.0,1974.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
1629052,Oshae,Brissett,Oshae Brissett,"Brissett, Oshae",O. Brissett,oshae-brissett,20/6/1998,Syracuse,Canada,Syracuse/Canada,6-Jul,210.0,4,12,Forward-Guard,Active,N,1610612754,Pacers,IND,pacers,Indiana,oshae_brissett,2019.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1
76257,Allan,Bristow,Allan Bristow,"Bristow, Allan",A. Bristow,allan-bristow,23/8/1951,Virginia Tech,USA,Virginia Tech/USA,6-Jul,210.0,9,23,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_allan_bristow,1973.0,1982.0,N,Y,Y,1973,2,21,N,0
76258,Tyrone,Britt,Tyrone Britt,"Britt, Tyrone",T. Britt,tyrone-britt,18/4/1944,Johnson C. Smith,USA,Johnson C. Smith/USA,6-Apr,190.0,1,31,Guard,Inactive,N,1610612745,Rockets,SDR,rockets,San Diego,HISTADD_tyrone_britt,1967.0,1967.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76259,Wayman,Britt,Wayman Britt,"Britt, Wayman",W. Britt,wayman-britt,31/8/1952,Michigan,USA,Michigan/USA,6-Feb,185.0,1,12,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_wayman_britt,1977.0,1977.0,N,Y,Y,1976,4,60,N,0
76260,Mike,Brittain,Mike Brittain,"Brittain, Mike",M. Brittain,mike-brittain,21/6/1963,South Carolina,USA,South Carolina/USA,7-0,235.0,2,40,Center,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_mike_brittain,1985.0,1986.0,N,Y,Y,1985,2,29,N,0
76261,David,Britton,David Britton,"Britton, David",D. Britton,david-britton,29/8/1958,Texas A&M,USA,Texas A&M/USA,6-Apr,180.0,1,33,Guard,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADD_david_britton,1980.0,1980.0,N,Y,Y,1980,3,57,N,0
201972,Jon,Brockman,Jon Brockman,"Brockman, Jon",J. Brockman,jon-brockman,20/3/1987,Washington,USA,Washington/USA,6-Jul,255.0,4,40,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,jon_brockman,2009.0,2011.0,N,Y,Y,2009,2,38,N,0
1629151,Ryan,Broekhoff,Ryan Broekhoff,"Broekhoff, Ryan",R. Broekhoff,ryan-broekhoff,23/8/1990,Valparaiso,Australia,Valparaiso/Australia,6-Jun,215.0,3,45,Guard-Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,ryan_broekhoff,2018.0,2019.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76262,Jim,Brogan,Jim Brogan,"Brogan, Jim",J. Brogan,jim-brogan,24/2/1958,West Virginia Wesleyan,USA,West Virginia Wesleyan/USA,6-Apr,185.0,2,15,Guard,Inactive,N,1610612746,Clippers,SDC,clippers,San Diego,HISTADD_jim_brogan,1981.0,1982.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76263,Gary,Brokaw,Gary Brokaw,"Brokaw, Gary",G. Brokaw,gary-brokaw,11/1/1954,Notre Dame,USA,Notre Dame/USA,6-Apr,178.0,4,7,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_dupp_gary_brokaw,1974.0,1977.0,N,Y,Y,1974,1,18,N,0
76264,Price,Brookfield,Price Brookfield,"Brookfield, Price",P. Brookfield,price-brookfield,11/5/1920,West Texas A&M,USA,West Texas A&M/USA,6-Apr,185.0,2,17,Forward,Inactive,N,1610610029,Jets,JET,jets,Indianapolis,HISTADD_price_brookfield,1948.0,1949.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
201166,Aaron,Brooks,Aaron Brooks,"Brooks, Aaron",A. Brooks,aaron-brooks,14/1/1985,Oregon,USA,Oregon/USA,6-0,161.0,11,30,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,aaron_brooks,2007.0,2017.0,Y,Y,Y,2007,1,26,N,0
1629717,Armoni,Brooks,Armoni Brooks,"Brooks, Armoni",A. Brooks,armoni-brooks,5/6/1998,Houston,USA,Houston/USA,6-Mar,195.0,3,1,Guard,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,sl_armoni_brooks,2020.0,2021.0,Y,Y,Y,2019,,,N,0
1628415,Dillon,Brooks,Dillon Brooks,"Brooks, Dillon",D. Brooks,dillon-brooks,22/1/1996,Oregon,Canada,Oregon/Canada,6-Jun,225.0,6,24,Guard-Forward,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,dillon_brooks,2017.0,2023.0,N,Y,Y,2017,2,45,N,1
76265,Kevin,Brooks,Kevin Brooks,"Brooks, Kevin",K. Brooks,kevin-brooks,12/10/1969,Louisiana-Lafayette,USA,Louisiana-Lafayette/USA,6-Jun,200.0,3,43,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_kevin_brooks,1991.0,1993.0,N,Y,Y,1991,1,18,N,0
202705,MarShon,Brooks,MarShon Brooks,"Brooks, MarShon",M. Brooks,marshon-brooks,26/1/1989,Providence,USA,Providence/USA,6-May,200.0,5,,Guard,Inactive,N,0,,,,,marshon_brooks,2011.0,2018.0,Y,Y,Y,2011,1,25,N,0
76266,Michael,Brooks,Michael Brooks,"Brooks, Michael",M. Brooks,michael-brooks,17/8/1958,La Salle,USA,La Salle/USA,6-Jul,220.0,6,35,Forward,Inactive,N,1610612746,Clippers,SDC,clippers,San Diego,HISTADD_michael_brooks,1980.0,1987.0,N,Y,Y,1980,1,9,N,0
418,Scott,Brooks,Scott Brooks,"Brooks, Scott",S. Brooks,scott-brooks,31/7/1965,California-Irvine,USA,California-Irvine/USA,5-Nov,165.0,10,2,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,scott_brooks,1988.0,1997.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
1626148,Anthony,Brown,Anthony Brown,"Brown, Anthony",A. Brown,anthony-brown,10/10/1992,Stanford,USA,Stanford/USA,6-Jul,224.0,4,3,Forward-Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,anthony_brown,2015.0,2017.0,Y,Y,Y,2015,2,34,N,0
201628,Bobby,Brown,Bobby Brown,"Brown, Bobby",B. Brown,bobby-brown,24/9/1984,Cal State-Fullerton,USA,California State-Fullerton/USA,6-Feb,175.0,4,,Guard,Inactive,N,0,,,,,bobby_brown,2008.0,2017.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0
1628971,Bruce,Brown,Bruce Brown,"Brown, Bruce",B. Brown,bruce-brown,15/8/1996,Miami,USA,Miami/USA,6-Apr,202.0,5,11,Guard-Forward,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,bruce_brown,2018.0,2023.0,Y,Y,Y,2018,2,42,N,1
76270,Darrell,Brown,Darrell Brown,"Brown, Darrell",D. Brown,darrell-brown,14/3/1923,Humboldt State,USA,Humboldt State/USA,6-Feb,175.0,1,,Forward,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_darrell_brown,1948.0,1948.0,N,Y,Y,1948,,,N,0
244,Dee,Brown,Dee Brown,"Brown, Dee",D. Brown,dee-brown,29/11/1968,Jacksonville,USA,Jacksonville/USA,,,12,,Guard,Inactive,N,0,,,,,dee_brown,1990.0,2001.0,N,Y,Y,1990,1,19,N,0
200793,Dee,Brown,Dee Brown,"Brown, Dee",D. Brown,dee-brown,17/8/1984,Illinois,USA,Illinois/USA,6-0,185.0,3,,Guard,Inactive,N,0,,,,,dee_brown,2006.0,2008.0,N,Y,Y,2006,2,46,N,0
201974,Derrick,Brown,Derrick Brown,"Brown, Derrick",D. Brown,derrick-brown,8/9/1987,Xavier,USA,Xavier/USA,6-Aug,233.0,4,4,Forward,Inactive,N,1610612766,Bobcats,CHA,hornets,Charlotte,derrick_brown,2009.0,2011.0,N,Y,Y,2009,2,40,N,0
2484,Devin,Brown,Devin Brown,"Brown, Devin",D. Brown,devin-brown,30/12/1978,Texas-San Antonio,USA,Texas-San Antonio/USA,6-May,210.0,9,32,Guard,Inactive,N,1610612740,Hornets,NOH,pelicans,New Orleans,devin_brown,2002.0,2009.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76272,Fred,Brown,Fred Brown,"Brown, Fred",F. Brown,fred-brown,7/8/1948,Iowa,USA,Iowa/USA,6-Mar,182.0,13,32,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_fred_brown,1971.0,1983.0,N,Y,Y,1971,1,6,N,0
1631122,Gabe,Brown,Gabe Brown,"Brown, Gabe",G. Brown,gabe-brown,5/3/2000,Michigan State,USA,Michigan State/USA,,,0,,,Inactive,N,0,,,,,gabe_brown,,,Y,N,Y,Undrafted,Undrafted,Undrafted,N,1
76273,George,Brown,George Brown,"Brown, George",G. Brown,george-brown,30/10/1935,Wayne State,USA,Wayne State/USA,6-Jun,190.0,1,,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_george_brown,1957.0,1957.0,N,Y,Y,1957,4,27,N,0
1871,Gerald,Brown,Gerald Brown,"Brown, Gerald",G. Brown,gerald-brown,28/7/1975,Pepperdine,USA,Pepperdine/USA,6-Apr,210.0,1,4,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,gerald_brown,1998.0,1998.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76275,Harold,Brown,Harold Brown,"Brown, Harold",H. Brown,harold-brown,2/10/1923,Evansville,USA,Evansville/USA,6-0,155.0,1,,Guard,Inactive,N,1610610028,Falcons,DEF,falcons,Detroit,HISTADD_brownie_brown,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
203913,Jabari,Brown,Jabari Brown,"Brown, Jabari",J. Brown,jabari-brown,18/12/1992,Missouri,USA,Missouri/USA,6-May,214.0,2,15,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,jabari_brown,2014.0,2014.0,Y,Y,Y,2014,,,N,0
1627759,Jaylen,Brown,Jaylen Brown,"Brown, Jaylen",J. Brown,jaylen-brown,24/10/1996,California,USA,California/USA,6-Jun,223.0,7,7,Guard-Forward,Active,N,1610612738,Celtics,BOS,celtics,Boston,jaylen_brown,2016.0,2023.0,N,Y,Y,2016,1,3,N,1
76276,John,Brown,John Brown,"Brown, John",J. Brown,john-brown,14/12/1951,Missouri,USA,Missouri/USA,6-Jul,220.0,7,32-52,Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_john_brown,1973.0,1979.0,N,Y,Y,1973,1,10,N,0
1631112,Kendall,Brown,Kendall Brown,"Brown, Kendall",K. Brown,kendall-brown,11/5/2003,Baylor,USA,Baylor/USA,6-Jul,205.0,1,10,Guard,Active,N,1610612754,Pacers,IND,pacers,Indiana,kendall_brown,2022.0,2023.0,Y,Y,Y,2022,2,48,N,1
2198,Kwame,Brown,Kwame Brown,"Brown, Kwame",K. Brown,kwame-brown,10/3/1982,Glynn Academy HS (GA),USA,Glynn Academy HS (GA)/USA,6-Nov,290.0,13,54,Center,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,kwame_brown,2001.0,2012.0,N,Y,Y,2001,1,1,N,0
76278,Leon,Brown,Leon Brown,"Brown, Leon",L. Brown,leon-brown,12/10/1919,Wyoming,USA,Wyoming/USA,6-Mar,190.0,1,,Forward,Inactive,N,1610610026,Rebels,CLR,rebels,Cleveland,HISTADD_stretch_brown,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76279,Lewis,Brown,Lewis Brown,"Brown, Lewis",L. Brown,lewis-brown,19/2/1955,UNLV,USA,UNLV/USA,6-Nov,225.0,1,4,Center,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADD_lewis_brown,1980.0,1980.0,N,Y,Y,1977,4,69,N,0
203485,Lorenzo,Brown,Lorenzo Brown,"Brown, Lorenzo",L. Brown,lorenzo-brown,26/8/1990,North Carolina State,USA,North Carolina State/USA,6-May,189.0,5,,Guard,Inactive,N,0,,,,,lorenzo_brown,2013.0,2018.0,Y,Y,Y,2013,2,52,N,0
992,Marcus,Brown,Marcus Brown,"Brown, Marcus",M. Brown,marcus-brown,3/4/1974,Murray State,USA,Murray State/USA,,,2,,,Inactive,N,0,,,,,marcus_brown,1996.0,2007.0,N,Y,Y,1996,2,46,N,0
203900,Markel,Brown,Markel Brown,"Brown, Markel",M. Brown,markel-brown,29/1/1992,Oklahoma State,USA,Oklahoma State/USA,6-Mar,190.0,4,26,Guard,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,markel_brown,2014.0,2017.0,Y,Y,Y,2014,2,44,N,0
1479,Mike,Brown,Mike Brown,"Brown, Mike",M. Brown,mike-brown,19/7/1963,George Washington,USA,George Washington/USA,6-Oct,260.0,12,52,Center-Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,mike_brown,1986.0,1997.0,N,Y,Y,1985,3,69,N,0
1629650,Moses,Brown,Moses Brown,"Brown, Moses",M. Brown,moses-brown,13/10/1999,UCLA,USA,UCLA/USA,7-Feb,245.0,4,,Center,Inactive,N,0,,,,,moses_brown,2019.0,2022.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1
76277,Myron,Brown,Myron Brown,"Brown, Myron",M. Brown,myron-brown,3/11/1969,Slippery Rock,USA,Slippery Rock/USA,6-Mar,180.0,1,34,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,HISTADD_myron_brown,1991.0,1991.0,N,Y,Y,1991,2,34,N,0
136,P.J.,Brown,P.J. Brown,"Brown, P.J.",P. Brown,pj-brown,14/10/1969,Louisiana Tech,USA,Louisiana Tech/USA,6-Nov,239.0,16,93,Forward-Center,Inactive,N,1610612740,Hornets,NOK,pelicans,New Orleans/Oklahoma City,p.j._brown,1993.0,2007.0,N,Y,Y,1992,2,29,N,0
753,Randy,Brown,Randy Brown,"Brown, Randy",R. Brown,randy-brown,22/5/1968,New Mexico State,USA,New Mexico State/USA,6-Feb,190.0,13,0,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,randy_brown,1991.0,2002.0,N,Y,Y,1991,2,31,N,0
76282,Raymond,Brown,Raymond Brown,"Brown, Raymond",R. Brown,raymond-brown,5/7/1965,Idaho,USA,Idaho/USA,6-Aug,220.0,1,24,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,HISTADD_raymond_brown,1989.0,1989.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76283,Rickey,Brown,Rickey Brown,"Brown, Rickey",R. Brown,rickey-brown,20/8/1958,Mississippi State,USA,Mississippi State/USA,6-Oct,215.0,5,31,Center,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_rickey_brown,1980.0,1984.0,N,Y,Y,1980,1,13,N,0
200769,Shannon,Brown,Shannon Brown,"Brown, Shannon",S. Brown,shannon-brown,29/11/1985,Michigan State,USA,Michigan State/USA,6-Mar,215.0,9,,Guard,Inactive,N,0,,,,,shannon_brown,2006.0,2014.0,Y,Y,Y,2006,1,25,N,0
76285,Stan,Brown,Stan Brown,"Brown, Stan",S. Brown,stan-brown,27/6/1929,South Philadelphia HS (PA),USA,South Philadelphia HS (PA)/USA,6-Mar,200.0,2,14,Forward,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_stan_brown,1947.0,1951.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
1628425,Sterling,Brown,Sterling Brown,"Brown, Sterling",S. Brown,sterling-brown,10/2/1995,Southern Methodist,USA,Southern Methodist/USA,6-May,219.0,6,,Guard-Forward,Inactive,N,0,,,,,sterling_brown,2017.0,2022.0,Y,Y,Y,2017,2,46,N,0
2357,Tierre,Brown,Tierre Brown,"Brown, Tierre",T. Brown,tierre-brown,3/6/1979,McNeese State,USA,McNeese State/USA,6-Feb,189.0,5,,Guard,Inactive,N,0,,,,,tierre_brown,2001.0,2004.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0
1630535,Greg,Brown III,Greg Brown III,"Brown III, Greg",G. Brown III,greg-brown-iii,1/9/2001,Texas,USA,Texas/USA,6-Jul,206.0,2,,Forward,Inactive,N,0,,,,,greg_brown_iii,2021.0,2022.0,Y,Y,Y,2021,2,43,N,1
1629718,Charlie,Brown Jr.,Charlie Brown Jr.,"Brown Jr., Charlie",C. Brown Jr.,charlie-brown-jr,2/2/1997,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,6-Jun,199.0,4,16,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,charles_brown,2019.0,2021.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1
1630602,Chaundee,Brown,Chaundee Brown,"Brown, Chaundee",C. Brown,chaundee-brown,4/12/1998,Michigan State,USA,Michigan/USA,6-May,215.0,2,38,Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,chaundee_brown,2021.0,2021.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0
1628972,Troy,Brown Jr.,Troy Brown Jr.,"Brown Jr., Troy",T. Brown Jr.,troy-brown-jr,28/7/1999,Oregon,USA,Oregon/USA,6-Jul,215.0,5,7,Guard-Forward,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,troy_brown_jr,2018.0,2023.0,Y,Y,Y,2018,1,15,N,1
76287,Jim,Browne,Jim Browne,"Browne, Jim",J. Browne,jim-browne,1/1/1930,Tilden Tech HS (IL),USA,Tilden Tech HS (IL)/USA,6-Oct,235.0,2,,Center,Inactive,N,1610610027,Nuggets,DN,nuggets,Denver,HISTADD_jim_browne,1948.0,1949.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76288,Stanley,Brundy,Stanley Brundy,"Brundy, Stanley",S. Brundy,stanley-brundy,13/11/1967,DePaul,USA,DePaul/USA,6-Jun,210.0,1,21,Forward,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,HISTADD_marla_brumfield,1989.0,1989.0,N,Y,Y,1989,2,32,N,0
1628973,Jalen,Brunson,Jalen Brunson,"Brunson, Jalen",J. Brunson,jalen-brunson,31/8/1996,Villanova,USA,Villanova/USA,6-Feb,190.0,5,11,Guard,Active,N,1610612752,Knicks,NYK,knicks,New York,jalen_brunson,2018.0,2023.0,N,Y,Y,2018,2,33,N,1
