person_id,first_name,last_name,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag,is_active,jugo_desde_2018,to_year_numeric
1629116,Angel,Delgado,Angel Delgado,"Delgado, Angel",A. Delgado,angel-delgado,20/11/1994,Seton Hall,Dominican Republic,Seton Hall/Dominican Republic,6-Oct,245.0,2,31,Center,Inactive,N,1610612746,Clippers,LAC,clippers,LA,angel_delgado,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002018,Y,Y,Y,2018,,,N,0,Sí,2018
203521,Matthew,Dellavedova,Matthew Dellavedova,"Dellavedova, Matthew",M. Dellavedova,matthew-dellavedova,8/9/1990,St. Mary's,Australia,St. Mary's/Australia,6-Mar,200.0,9,8,Guard,Active,N,1610612758,Kings,SAC,kings,Sacramento,matthew_dellavedova,1970-01-01 00:00:00.000002013,1970-01-01 00:00:00.000002023,N,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
2736,Luol,Deng,Luol Deng,"Deng, Luol",L. Deng,luol-deng,16/4/1985,Duke,United Kingdom,Duke/United Kingdom,6-Sep,237.0,16,9,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,luol_deng,1970-01-01 00:00:00.000002004,1970-01-01 00:00:00.000002018,N,Y,Y,2004,1,7,N,0,Sí,2018
1629094,Marcus,Derrickson,Marcus Derrickson,"Derrickson, Marcus",M. Derrickson,marcus-derrickson,1/2/1996,Georgetown,USA,Georgetown/USA,6-Jul,249.0,2,32,Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,marcus_derrickson,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0,Sí,2018
1628978,Donte,DiVincenzo,Donte DiVincenzo,"DiVincenzo, Donte",D. DiVincenzo,donte-divincenzo,31/1/1997,Villanova,USA,Villanova/USA,6-Apr,203.0,5,0,Guard,Active,N,1610612744,Warriors,GSW,warriors,Golden State,donte_divincenzo,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002023,Y,Y,Y,2018,1,17,N,1,Sí,2023
1631217,Moussa,Diabate,Moussa Diabate,"Diabate, Moussa",M. Diabate,moussa-diabate,21/1/2002,Michigan,France,Michigan/France,6-Oct,210.0,1,25,Forward,Active,N,1610612746,Clippers,LAC,clippers,LA,tmp_moussa_diabate,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000002023,Y,Y,Y,2022,2,43,N,1,Sí,2023
1629603,Mamadi,Diakite,Mamadi Diakite,"Diakite, Mamadi",M. Diakite,mamadi-diakite,21/1/1997,Virginia,Guinea,Virginia/Guinea,6-Sep,228.0,3,21,Forward,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,mamadi_diakite,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000002023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
1628977,Hamidou,Diallo,Hamidou Diallo,"Diallo, Hamidou",H. Diallo,hamidou-diallo,31/7/1998,Kentucky,USA,Kentucky/USA,6-May,202.0,5,6,Guard,Active,N,1610612765,Pistons,DET,pistons,Detroit,hamidou_diallo,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002023,Y,Y,Y,2018,2,45,N,1,Sí,2023
203476,Gorgui,Dieng,Gorgui Dieng,"Dieng, Gorgui",G. Dieng,gorgui-dieng,18/1/1990,Louisville,Senegal,Louisville/Senegal,6-Oct,248.0,10,41,Center,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,gorgui_dieng,1970-01-01 00:00:00.000002013,1970-01-01 00:00:00.000002023,N,Y,Y,2013,1,21,N,1,Sí,2023
203915,Spencer,Dinwiddie,Spencer Dinwiddie,"Dinwiddie, Spencer",S. Dinwiddie,spencer-dinwiddie,6/4/1993,Colorado,USA,Colorado/USA,6-May,215.0,9,26,Guard,Active,N,1610612751,Nets,BKN,nets,Brooklyn,spencer_dinwiddie,1970-01-01 00:00:00.000002014,1970-01-01 00:00:00.000002023,Y,Y,Y,2014,2,38,N,1,Sí,2023
1629029,Luka,Doncic,Luka Doncic,"Doncic, Luka",L. Doncic,luka-doncic,28/2/1999,Real Madrid,Slovenia,Real Madrid/Slovenia,6-Jul,230.0,5,77,Forward-Guard,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,luka_don,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002023,N,Y,Y,2018,1,3,N,1,Sí,2023
1629652,Luguentz,Dort,Luguentz Dort,"Dort, Luguentz",L. Dort,luguentz-dort,19/4/1999,Arizona State,Canada,Arizona State/Canada,6-Apr,220.0,4,5,Guard,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,luguentz_dort,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000002023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
1630245,Ayo,Dosunmu,Ayo Dosunmu,"Dosunmu, Ayo",A. Dosunmu,ayo-dosunmu,17/1/2000,Illinois,USA,Illinois/USA,6-May,200.0,2,12,Guard,Active,N,1610612741,Bulls,CHI,bulls,Chicago,ayo_dosunmu,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000002023,N,Y,Y,2021,2,38,N,1,Sí,2023
1630288,Jeff,Dowtin Jr.,Jeff Dowtin Jr.,"Dowtin Jr., Jeff",J. Dowtin Jr.,jeff-dowtin-jr,10/5/1997,Rhode Island,USA,Rhode Island/USA,6-Mar,177.0,2,20,Guard,Active,N,1610612761,Raptors,TOR,raptors,Toronto,jeff_dowtin,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000002023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
1628408,PJ,Dozier,PJ Dozier,"Dozier, PJ",P. Dozier,pj-dozier,25/10/1996,South Carolina,USA,South Carolina/USA,6-Jun,205.0,6,35,Guard-Forward,Active,N,1610612758,Kings,SAC,kings,Sacramento,pj_dozier,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000002023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
201609,Goran,Dragic,Goran Dragic,"Dragic, Goran",G. Dragic,goran-dragic,6/5/1986,Union Olimpija,Slovenia,Union Olimpija/Slovenia,6-Apr,190.0,15,31,Guard,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,goran_dragic,1970-01-01 00:00:00.000002008,1970-01-01 00:00:00.000002023,N,Y,Y,2008,2,45,N,1,Sí,2023
203083,Andre,Drummond,Andre Drummond,"Drummond, Andre",A. Drummond,andre-drummond,10/8/1993,Connecticut,USA,Connecticut/USA,6-Nov,279.0,11,3,Center,Active,N,1610612741,Bulls,CHI,bulls,Chicago,andre_drummond,1970-01-01 00:00:00.000002012,1970-01-01 00:00:00.000002023,N,Y,Y,2012,1,9,N,1,Sí,2023
1630537,Chris,Duarte,Chris Duarte,"Duarte, Chris",C. Duarte,chris-duarte,13/6/1997,Oregon,Dominican Republic,Oregon/Dominican Republic,6-May,190.0,2,3,Guard,Active,N,1610612754,Pacers,IND,pacers,Indiana,chris_duarte,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000002023,Y,Y,Y,2021,1,13,N,1,Sí,2023
201162,Jared,Dudley,Jared Dudley,"Dudley, Jared",J. Dudley,jared-dudley,10/7/1985,Boston College,USA,Boston College/USA,6-Jun,237.0,15,10,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,jared_dudley,1970-01-01 00:00:00.000002007,1970-01-01 00:00:00.000002020,N,Y,Y,2007,1,22,N,0,Sí,2020
1630561,David,Duke Jr.,David Duke Jr.,"Duke Jr., David",D. Duke Jr.,david-duke-jr,13/10/1999,Providence,USA,Providence/USA,6-Apr,204.0,2,6,Guard,Active,N,1610612751,Nets,BKN,nets,Brooklyn,david_duke_jr,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000002023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
1627739,Kris,Dunn,Kris Dunn,"Dunn, Kris",K. Dunn,kris-dunn,18/3/1994,Providence,USA,Providence/USA,6-Mar,205.0,7,11,Guard,Active,N,1610612762,Jazz,UTA,jazz,Utah,kris_dunn,1970-01-01 00:00:00.000002016,1970-01-01 00:00:00.000002023,Y,Y,Y,2016,1,5,N,0,Sí,2023
201142,Kevin,Durant,Kevin Durant,"Durant, Kevin",K. Durant,kevin-durant,29/9/1988,Texas,USA,Texas/USA,6-Oct,240.0,15,35,Forward,Active,N,1610612756,Suns,PHX,suns,Phoenix,kevin_durant,1970-01-01 00:00:00.000002007,1970-01-01 00:00:00.000002023,N,Y,Y,2007,1,2,Y,1,Sí,2023
1631105,Jalen,Duren,Jalen Duren,"Duren, Jalen",J. Duren,jalen-duren,18/11/2003,Memphis,USA,Memphis/USA,6-Nov,250.0,1,0,Center,Active,N,1610612765,Pistons,DET,pistons,Detroit,jalen_duren,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000002023,N,Y,Y,2022,1,13,N,1,Sí,2023
1628979,Trevon,Duval,Trevon Duval,"Duval, Trevon",T. Duval,trevon-duval,3/8/1998,Duke,USA,Duke/USA,6-Feb,189.0,2,0,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,trevon_duval,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0,Sí,2018
1631106,Tari,Eason,Tari Eason,"Eason, Tari",T. Eason,tari-eason,10/5/2001,Louisiana State,USA,Louisiana State/USA,6-Aug,215.0,1,17,Forward,Active,N,1610612745,Rockets,HOU,rockets,Houston,tari_eason,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000002023,N,Y,Y,2022,1,17,N,1,Sí,2023
1630162,Anthony,Edwards,Anthony Edwards,"Edwards, Anthony",A. Edwards,anthony-edwards,5/8/2001,Georgia,USA,Georgia/USA,6-Apr,225.0,3,1,Guard,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,anthony_edwards,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000002023,N,Y,Y,2020,1,1,N,1,Sí,2023
1629035,Carsen,Edwards,Carsen Edwards,"Edwards, Carsen",C. Edwards,carsen-edwards,12/3/1998,Purdue,USA,Purdue/USA,5-Nov,200.0,4,4,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,carsen_edwards,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000002021,Y,Y,Y,2019,2,33,N,0,Sí,2021
1629053,Vincent,Edwards,Vincent Edwards,"Edwards, Vincent",V. Edwards,vincent-edwards,5/4/1996,Purdue,USA,Purdue/USA,6-Aug,225.0,2,12,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,vincent_edwards,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002018,Y,Y,Y,2018,2,52,N,0,Sí,2018
1629604,CJ,Elleby,CJ Elleby,"Elleby, CJ",C. Elleby,cj-elleby,16/6/2000,Washington State,USA,Washington State/USA,6-Jun,200.0,3,16,Forward-Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,cj_elleby,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000002021,Y,Y,Y,2020,2,46,N,1,Sí,2021
201961,Wayne,Ellington,Wayne Ellington,"Ellington, Wayne",W. Ellington,wayne-ellington,29/11/1987,North Carolina,USA,North Carolina/USA,6-Apr,207.0,14,2,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,wayne_ellington,1970-01-01 00:00:00.000002009,1970-01-01 00:00:00.000002021,N,Y,Y,2009,1,28,N,0,Sí,2021
1631165,Keon,Ellis,Keon Ellis,"Ellis, Keon",K. Ellis,keon-ellis,8/1/2000,Alabama,USA,Alabama/USA,6-Mar,175.0,1,23,Guard,Active,N,1610612758,Kings,SAC,kings,Sacramento,keon_ellis,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000002023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
203954,Joel,Embiid,Joel Embiid,"Embiid, Joel",J. Embiid,joel-embiid,16/3/1994,Kansas,Cameroon,Kansas/Cameroon,7-0,280.0,7,21,Center-Forward,Active,N,1610612755,76ers,PHI,sixers,Philadelphia,joel_embiid,1970-01-01 00:00:00.000002014,1970-01-01 00:00:00.000002023,N,Y,Y,2014,1,3,N,1,Sí,2023
1629234,Drew,Eubanks,Drew Eubanks,"Eubanks, Drew",D. Eubanks,drew-eubanks,1/2/1997,Oregon State,USA,Oregon State/USA,6-Oct,245.0,5,24,Forward-Center,Active,N,1610612756,Suns,PHX,suns,Phoenix,drew_eubanks,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
1628980,Jacob,Evans,Jacob Evans,"Evans, Jacob",J. Evans,jacob-evans,18/6/1997,Cincinnati,USA,Cincinnati/USA,6-Apr,210.0,3,12,Guard-Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,jacob_evans,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002019,Y,Y,Y,2018,1,28,N,0,Sí,2019
203957,Dante,Exum,Dante Exum,"Exum, Dante",D. Exum,dante-exum,13/7/1995,Australian Institute of Sport,Australia,Australian Institute of Sport/Australia,6-May,214.0,7,5,Guard,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,dante_exum,1970-01-01 00:00:00.000002014,1970-01-01 00:00:00.000002020,N,Y,Y,2014,1,5,N,0,Sí,2020
202324,Derrick,Favors,Derrick Favors,"Favors, Derrick",D. Favors,derrick-favors,15/7/1991,Georgia Tech,USA,Georgia Tech/USA,6-Sep,265.0,13,15,Forward,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,derrick_favors,1970-01-01 00:00:00.000002010,1970-01-01 00:00:00.000002021,N,Y,Y,2010,1,3,N,1,Sí,2021
1626245,Cristiano,Felicio,Cristiano Felicio,"Felicio, Cristiano",C. Felicio,cristiano-felicio,7/7/1992,Flamengo,Brazil,Flamengo/Brazil,6-Nov,270.0,7,6,Forward-Center,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,cristiano_felicio,1970-01-01 00:00:00.000002015,1970-01-01 00:00:00.000002020,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0,Sí,2020
101109,Raymond,Felton,Raymond Felton,"Felton, Raymond",R. Felton,raymond-felton,26/6/1984,North Carolina,USA,North Carolina/USA,6-Jan,205.0,15,2,Guard,Inactive,N,1610612766,Bobcats,CHA,hornets,Charlotte,raymond_felton,1970-01-01 00:00:00.000002005,1970-01-01 00:00:00.000002018,N,Y,Y,2005,1,5,N,0,Sí,2018
1628981,Bruno,Fernando,Bruno Fernando,"Fernando, Bruno",B. Fernando,bruno-fernando,15/8/1998,Maryland,Angola,Maryland/Angola,6-Oct,240.0,4,0,Forward-Center,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,bruno_fernando,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000002023,Y,Y,Y,2019,2,34,N,1,Sí,2023
1627812,Yogi,Ferrell,Yogi Ferrell,"Ferrell, Yogi",Y. Ferrell,yogi-ferrell,9/5/1993,Indiana,USA,Indiana/USA,6-0,178.0,6,11,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,yogi_ferrell,1970-01-01 00:00:00.000002016,1970-01-01 00:00:00.000002020,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0,Sí,2020
1630238,Malik,Fitts,Malik Fitts,"Fitts, Malik",M. Fitts,malik-fitts,4/7/1997,,USA,St. Mary's College/USA,6-May,230.0,3,8,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,malik_fitts,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000002021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2021
1631323,Simone,Fontecchio,Simone Fontecchio,"Fontecchio, Simone",S. Fontecchio,simone-fontecchio,9/12/1995,Baskonia,Italy,Baskonia/Italy,6-Jul,209.0,1,16,Forward,Active,N,1610612762,Jazz,UTA,jazz,Utah,simone_fontecchio,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000002023,N,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
1630235,Trent,Forrest,Trent Forrest,"Forrest, Trent",T. Forrest,trent-forrest,12/6/1998,Florida State,USA,Florida State/USA,6-Apr,210.0,3,2,Guard,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,trent_forrest,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000002023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
203095,Evan,Fournier,Evan Fournier,"Fournier, Evan",E. Fournier,evan-fournier,29/10/1992,Poitiers Basket 86,France,Poitiers Basket 86/France,6-Jun,205.0,11,13,Guard-Forward,Active,N,1610612752,Knicks,NYK,knicks,New York,evan_fournier,1970-01-01 00:00:00.000002012,1970-01-01 00:00:00.000002023,N,Y,Y,2012,1,20,N,1,Sí,2023
1628368,De'Aaron,Fox,De'Aaron Fox,"Fox, De'Aaron",D. Fox,deaaron-fox,20/12/1997,Kentucky,USA,Kentucky/USA,6-Mar,185.0,6,5,Guard,Active,N,1610612758,Kings,SAC,kings,Sacramento,de'aaron_fox,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000002023,N,Y,Y,2017,1,5,N,1,Sí,2023
1626187,Michael,Frazier II,Michael Frazier II,"Frazier II, Michael",M. Frazier II,michael-frazier-ii,8/3/1994,Florida,USA,Florida/USA,6-Mar,200.0,2,21,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,michael_frazier,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002019,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0,Sí,2019
1628982,Melvin,Frazier Jr.,Melvin Frazier Jr.,"Frazier Jr., Melvin",M. Frazier Jr.,melvin-frazier-jr,30/8/1996,Tulane,USA,Tulane/USA,6-May,215.0,4,6,Guard-Forward,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,melvin_frazier_jr,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002021,Y,Y,Y,2018,2,35,N,0,Sí,2021
202690,Jimmer,Fredette,Jimmer Fredette,"Fredette, Jimmer",J. Fredette,jimmer-fredette,25/2/1989,Brigham Young,USA,Brigham Young/USA,6-Feb,195.0,7,32,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,jimmer_fredette,1970-01-01 00:00:00.000002011,1970-01-01 00:00:00.000002018,Y,Y,Y,2011,1,10,N,0,Sí,2018
101112,Channing,Frye,Channing Frye,"Frye, Channing",C. Frye,channing-frye,17/5/1983,Arizona,USA,Arizona/USA,7-0,255.0,14,9,Forward-Center,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,channing_frye,1970-01-01 00:00:00.000002005,1970-01-01 00:00:00.000002018,N,Y,Y,2005,1,8,N,0,Sí,2018
1628365,Markelle,Fultz,Markelle Fultz,"Fultz, Markelle",M. Fultz,markelle-fultz,29/5/1998,Washington,USA,Washington/USA,6-Apr,209.0,6,20,Guard,Active,N,1610612753,Magic,ORL,magic,Orlando,markelle_fultz,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000002023,N,Y,Y,2017,1,1,N,1,Sí,2023
1629117,Wenyen,Gabriel,Wenyen Gabriel,"Gabriel, Wenyen",W. Gabriel,wenyen-gabriel,26/3/1997,Kentucky,South Sudan,Kentucky/South Sudan,6-Sep,205.0,4,35,Forward,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,wenyen_gabriel,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
1629655,Daniel,Gafford,Daniel Gafford,"Gafford, Daniel",D. Gafford,daniel-gafford,1/10/1998,Arkansas,USA,Arkansas/USA,6-Oct,234.0,4,21,Forward-Center,Active,N,1610612764,Wizards,WAS,wizards,Washington,daniel_gafford,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000002023,Y,Y,Y,2019,2,38,N,1,Sí,2023
201568,Danilo,Gallinari,Danilo Gallinari,"Gallinari, Danilo",D. Gallinari,danilo-gallinari,8/8/1988,Olimpia Milano,Italy,Olimpia Milano/Italy,6-Oct,236.0,13,8,Forward,Active,N,1610612764,Wizards,WAS,wizards,Washington,danilo_gallinari,1970-01-01 00:00:00.000002008,1970-01-01 00:00:00.000002023,N,Y,Y,2008,1,6,N,1,Sí,2023
1629636,Darius,Garland,Darius Garland,"Garland, Darius",D. Garland,darius-garland,26/1/2000,Vanderbilt,USA,Vanderbilt/USA,6-Jan,192.0,4,10,Guard,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,darius_garland,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000002023,N,Y,Y,2019,1,5,N,1,Sí,2023
1628656,Billy,Garrett,Billy Garrett,"Garrett, Billy",B. Garrett,billy-garrett,16/10/1994,DePaul,USA,DePaul/USA,6-Jun,215.0,2,3,Guard-Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,billy_garrett,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0,Sí,2018
1630586,Usman,Garuba,Usman Garuba,"Garuba, Usman",U. Garuba,usman-garuba,9/3/2002,Real Madrid,Spain,Real Madrid/Spain,6-Aug,229.0,2,16,Forward,Active,N,1610612745,Rockets,HOU,rockets,Houston,usman_garuba,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000002023,Y,Y,Y,2021,1,23,N,1,Sí,2023
2200,Pau,Gasol,Pau Gasol,"Gasol, Pau",P. Gasol,pau-gasol,6/7/1980,FC Barcelona,Spain,FC Barcelona/Germany,7-0,250.0,19,16,Center-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,pau_gasol,1970-01-01 00:00:00.000002001,1970-01-01 00:00:00.000002018,N,Y,Y,2001,1,3,N,0,Sí,2018
200752,Rudy,Gay,Rudy Gay,"Gay, Rudy",R. Gay,rudy-gay,17/8/1986,Connecticut,USA,Connecticut/USA,6-Aug,250.0,17,22,Forward-Guard,Active,N,1610612762,Jazz,UTA,jazz,Utah,rudy_gay,1970-01-01 00:00:00.000002006,1970-01-01 00:00:00.000002023,N,Y,Y,2006,1,8,N,1,Sí,2023
1626780,Jonathan,Gibson,Jonathan Gibson,"Gibson, Jonathan",J. Gibson,jonathan-gibson,8/11/1987,New Mexico State,USA,New Mexico State/USA,6-Feb,185.0,4,3,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,jonathan_gibson,1970-01-01 00:00:00.000002016,1970-01-01 00:00:00.000002018,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0,Sí,2018
201959,Taj,Gibson,Taj Gibson,"Gibson, Taj",T. Gibson,taj-gibson,24/6/1985,Southern California,USA,Southern California/USA,6-Sep,232.0,14,67,Forward,Active,N,1610612764,Wizards,WAS,wizards,Washington,taj_gibson,1970-01-01 00:00:00.000002009,1970-01-01 00:00:00.000002023,N,Y,Y,2009,1,26,N,1,Sí,2023
1630581,Josh,Giddey,Josh Giddey,"Giddey, Josh",J. Giddey,josh-giddey,10/10/2002,NBA Global Academy,Australia,NBA Global Academy/Australia,6-Aug,216.0,2,3,Guard,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,josh_giddey,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000002023,N,Y,Y,2021,1,6,N,1,Sí,2023
1628385,Harry,Giles III,Harry Giles III,"Giles III, Harry",H. Giles III,harry-giles-iii,22/4/1998,Duke,USA,Duke/USA,6-Nov,240.0,4,4,Forward-Center,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,harry_giles,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000002020,Y,Y,Y,2017,1,20,N,0,Sí,2020
1628983,Shai,Gilgeous-Alexander,Shai Gilgeous-Alexander,"Gilgeous-Alexander, Shai",S. Gilgeous-Alexander,shai-gilgeous-alexander,12/7/1998,Kentucky,Canada,Kentucky/Canada,6-Jun,195.0,5,2,Guard,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,shai_gilgeous-alexander,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002023,N,Y,Y,2018,1,11,N,1,Sí,2023
1630264,Anthony,Gill,Anthony Gill,"Gill, Anthony",A. Gill,anthony-gill,17/10/1992,Virginia,USA,Virginia/USA,6-Aug,230.0,3,16,Forward,Active,N,1610612764,Wizards,WAS,wizards,Washington,anthony_gill,1970-01-01 00:00:00.000002020,1970-01-01 00:00:00.000002023,N,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
1631221,Collin,Gillespie,Collin Gillespie,"Gillespie, Collin",C. Gillespie,collin-gillespie,25/6/1999,Villanova,USA,Villanova/USA,6-Jan,195.0,0,21,Guard,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,collin_gillespie,1970-01-01 00:00:00.000002022,1970-01-01 00:00:00.000002023,N,N,N,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
203497,Rudy,Gobert,Rudy Gobert,"Gobert, Rudy",R. Gobert,rudy-gobert,26/6/1992,Cholet,France,Cholet/France,7-Jan,258.0,10,27,Center,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,rudy_gobert,1970-01-01 00:00:00.000002013,1970-01-01 00:00:00.000002023,Y,Y,Y,2013,1,27,N,1,Sí,2023
1629164,Brandon,Goodwin,Brandon Goodwin,"Goodwin, Brandon",B. Goodwin,brandon-goodwin,2/10/1995,Florida Gulf Coast,USA,Florida Gulf Coast/USA,6-0,180.0,5,00,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,brandon_goodwin,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0,Sí,2021
1630692,Jordan,Goodwin,Jordan Goodwin,"Goodwin, Jordan",J. Goodwin,jordan-goodwin,23/10/1998,St. Louis,USA,St. Louis/USA,6-Mar,200.0,2,7,Guard,Active,N,1610612756,Suns,PHX,suns,Phoenix,jordan_goodwin,1970-01-01 00:00:00.000002021,1970-01-01 00:00:00.000002023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1,Sí,2023
203932,Aaron,Gordon,Aaron Gordon,"Gordon, Aaron",A. Gordon,aaron-gordon,16/9/1995,Arizona,USA,Arizona/USA,6-Aug,235.0,9,50,Forward,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,aaron_gordon,1970-01-01 00:00:00.000002014,1970-01-01 00:00:00.000002023,N,Y,Y,2014,1,4,N,1,Sí,2023
201569,Eric,Gordon,Eric Gordon,"Gordon, Eric",E. Gordon,eric-gordon,25/12/1988,Indiana,USA,Indiana/USA,6-Mar,215.0,16,10,Guard,Inactive,N,1610612746,Clippers,LAC,clippers,LA,eric_gordon,1970-01-01 00:00:00.000002008,1970-01-01 00:00:00.000002022,N,Y,Y,2008,1,7,N,1,Sí,2022
1628984,Devonte',Graham,Devonte' Graham,"Graham, Devonte'",D. Graham,devonte-graham,22/2/1995,Kansas,USA,Kansas/USA,6-Jan,195.0,5,4,Guard,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,devonte_graham,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002023,Y,Y,Y,2018,2,34,N,1,Sí,2023
